id,price,name,lat,lon,Baños,Recámaras,terreno
807,4680000,Departamento en Venta en Roma Norte,19.42294,-99.16527,2.0,2,
810,7100000,VENTA DE HERMOSO DEPARTAMENTO - COL. ROMA,19.4119,-99.15965,1.0,2,
811,6820000,"VENTA 5 DEPARTAMENTOS - Sinaloa 145, Col. Roma",19.42011,-99.17019,2.0,2,
812,9799999,Departamento en Venta en Roma Norte,19.41633,-99.16485,4.0,3,
814,12600000,Departamento en Venta en Roma Norte,19.41736,-99.15945,4.0,3,
816,12000000,"ESPECTACULAR PENTGARDEN EN PRE-VENTA, ROMA NORTE",19.41682,-99.15964,2.0,2,
817,5200000,"Venta Divino Loft Nuevo, Colonia Roma",19.41234,-99.16279,1.0,1,
820,2645000,Departamento en Venta en Roma Norte,19.41742,-99.17195,2.0,3,
821,2670000,Departamento en Venta en Roma Norte,19.41142,-99.16431,2.0,3,
822,2075000,Departamento en Venta en Roma Norte,19.41936,-99.17432,2.0,3,
823,3350000,Departamento en Venta en Roma Norte,19.41634,-99.1606,2.0,3,
827,3800000,PRE-VENTA DEPARTAMENTOS ROMA NORTE,19.41575,-99.15619,1.0,1,
828,3860000,Único Roma - Preventa,19.4119,-99.15965,2.0,2,
833,7201838,Departamento en Venta en Roma Norte,19.42127,-99.16313,2.0,2,
835,6500000,Departamento en Venta en Roma Norte,19.42046,-99.16148,3.0,3,
838,2000000,Departamento en Venta en Roma Sur,19.4119,-99.15893,2.0,3,
843,8000000,Venta de Pent House con Roof Garden Privado Colonia Roma,19.4143,-99.15805,3.0,3,202.0
847,3950000,DEPARTAMENTO EN VENTA,19.42194,-99.16892,2.0,3,107.0
849,6200000,"Hermoso Departamento en Venta en la Condesa con Hermosas vistas, muy iluminado",19.41742,-99.17195,2.0,3,150.0
850,7200000,"Departamento en Venta en Hipódromo Condesa, 1 recámara, 3 niveles, Roof Garden",19.41689,-99.17503,1.0,1,162.0
851,14800000,DEPARTAMENTO EN EDIFICIO BASURTO COLONIA HIPODROMO CONDESA,19.41358,-99.16775,2.0,2,
852,5500000,"TORRE HAMBURGO ESQ SEVILLA, COL. JUAREZ",19.42367,-99.17039,2.0,3,
853,3900000,"Departamento en Venta, Londres Col. Juárez",19.42338,-99.16812,2.0,2,
854,15400000,DEPARTAMENTO VARSOVIA 3 CON TERRAZA ESPECTACULAR EN PLENO REFORMA,19.42582,-99.16896,2.0,3,
855,5387388,Departamento en venta Entrega Inmediata Av Chapultepec Col Juarez y llevate tu REGALO con Gala,19.42414,-99.16284,2.0,2,77.0
856,3624748,"D1393 - Av. Chapultepec, Juárez",19.42172,-99.17365,1.0,1,54.0
858,8300000,ULTIMOS DEPARTAMENTOS FRENTE AL PARQUE ESPAÑA,19.41439,-99.17082,3.0,3,143.0
859,13290000,"PRECIOSO DEPARTAMENTO CON ESPECTACULAR TERRAZA, DE DOS NIVELES",19.41456,-99.16645,2.0,2,206.0
861,7250000,EXCELENTES DEPARTAMENTOS  VENTA CUAUHTÉMOC JUÁREZ,19.42245,-99.17007,1.0,1,82.0
864,6500000,Hipodromo Condesa Moderno Departamento en Venta,19.41595,-99.16647,2.0,2,118.0
865,2447800,"Departamento en venta Juárez, Cuauhtémoc, CDMX -1 recamara, estacionamiento, cerca de Reforma",19.42353,-99.1705,1.0,1,54.0
866,3200000,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 55607",19.4253,-99.16121,1.0,2,84.0
867,5000000,"14129 - Juan Escutia, Colonia Condesa",19.41421,-99.17396,2.0,2,89.0
868,5000000,"14166 Juan Escutia, Condesa",19.41421,-99.17396,2.0,2,89.0
869,10000000,Departamento en pre venta en Ámsterdam Hipódromo Cuauhtémoc,19.41121,-99.16792,2.0,2,
870,6495000,VENTA DE DEPARTAMENTO EN HIPODROMO CONDESA CUAUHTEMOC,19.4122,-99.1718,2.0,2,
872,9450000,Departamentos en Venta en Garden Condesa Ciudad de Mexico,19.4144,-99.17081,2.0,2,
873,7950000,Condesa Venta depto increible nuevo desarrollo con Roof G privado,19.41609,-99.17396,1.0,1,115.0
874,7800000,Condesa hermoso departamento en Venta,19.41142,-99.17089,2.0,2,
875,5363485,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60159",19.41156,-99.16055,2.0,2,89.0
876,4270200,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60161",19.41156,-99.16055,2.0,2,71.0
877,4303135,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60160",19.41156,-99.16055,2.0,2,79.0
878,6218895,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60163",19.41156,-99.16055,2.0,2,141.0
879,4600000,OPORTUNIDAD DE DEPARTAMENTO EN LA CONDESA,19.41187,-99.16716,1.0,2,
880,8000000,Departamento en Venta EN LA CONDESA,19.41118,-99.17229,3.0,4,190.0
883,9324000,DEPTARTAMENTO PREVENTA CONDESA,19.41317,-99.1715,2.0,2,
889,7591980,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60162",19.41156,-99.16055,2.0,2,172.0
890,6792390,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60164",19.41156,-99.16055,2.0,2,154.0
891,6330120,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60165",19.41156,-99.16055,2.0,2,115.0
892,6200000,"Venta de Departamento en Condesa, Cuauhtémoc con 2 recámaras, ID: 60399",19.41531,-99.17608,1.0,2,104.0
893,5550000,Departamento en Roma sur,19.41073,-99.16489,2.0,2,
894,6495000,Venta de departamento: Edificio con GYM,19.4122,-99.1718,2.0,2,112.0
895,5395100,Vive en un depa con balcón: Hermosa vista,19.4148,-99.16596,2.0,1,100.0
896,4198875,¡Vive en un lujoso Desarrollo: Departamento en Venta!,19.41144,-99.16112,2.0,2,72.0
897,3800000,Departamento en Venta en COLONIA JUAREZ,19.42555,-99.16614,1.0,3,
898,8300000,"PENTHOUSE Av. Chapultepec Col. Juárez, Alcaldía Cuauhtémoc",19.42451,-99.16069,2.0,3,95.0
899,808998,LINDO Y AMPLIO DEPARTAMENTO EN LA CONDESA REMATE BANCARIO,19.41566,-99.16908,2.0,3,120.0
900,4440632,"Departamento para estrenar en colonia Roma Sur, $4,440,632",19.41144,-99.16112,2.0,2,
901,925000,OPORTUNIDAD BONITO DEPARTAMENTO EN CUAUHTEMOC,19.4148,-99.16596,2.0,3,121.0
903,5500000,SE VENDE DEPARTAMENTO RECIÉN REMODELADO  EN LA CONDESA,19.41323,-99.17148,2.0,1,
904,9500000,Departamento en Venta en CONDESA,19.41784,-99.17634,2.0,2,
905,8231760,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61782",19.41257,-99.17242,2.0,2,106.0
908,6402830,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61764",19.42342,-99.16521,2.0,3,89.0
909,7139085,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61760",19.42342,-99.16521,2.0,2,131.0
910,8862780,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61784",19.41257,-99.17242,2.0,2,118.0
911,8086800,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61761",19.42342,-99.16521,2.0,3,131.0
912,10650597,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61780",19.41257,-99.17242,2.0,2,179.0
913,11506965,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61779",19.41257,-99.17242,2.0,2,184.0
914,5571412,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61762",19.42342,-99.16521,2.0,2,76.0
915,5987992,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61763",19.42342,-99.16521,2.0,2,83.0
916,6478146,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61765",19.42342,-99.16521,2.0,3,93.0
917,11981369,"Venta de Departamento en Hipódromo, Cuauhtémoc con 3 recámaras, ID: 61783",19.41257,-99.17242,2.0,3,175.0
918,6664232,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61785",19.41257,-99.17242,2.0,2,92.0
919,8950000,Departamento Condesa,19.41051,-99.17414,2.0,2,164.0
920,875000,Venta Departamento Reforma,19.42399,-99.17588,1.0,1,70.0
921,10950000,Venta Departamento Condesa,19.41642,-99.17478,2.0,2,122.0
922,5395000,Venta - Departamento - Insurgentes Sur - 100 m2 - Piso 10,19.41481,-99.16593,2.0,1,
924,5890000,"Hipódromo, Alcaldía Cuauhtémoc, Ciudad de México, CDMX",19.41088,-99.16714,2.0,2,
933,7800000,Departamento en Venta Cerca del Parque Mexico,19.41236,-99.17331,2.0,2,122.0
934,5550000,Venta - Departamento - Coahuila - 112 m2 - Piso 2,19.4109,-99.16426,2.0,2,
937,6844910,"Venta ultimo departamento; 1 o 2 recamaras. Edificio sustentable. Condesa, CDMX.",19.41531,-99.17238,1.0,2,76.0
939,19500000,Venta Departamento Colonia Condesa,19.41601,-99.17402,3.0,3,234.0
940,4635750,DEPARTAMENTO EN VENTA CON TERRAZA Y BODEGA EN REFORMA,19.42245,-99.17007,2.0,2,
941,1000000,DEPARTAMENTO EN VENTA AMUEBLADO Y EQUIPADO EN ST. REGIS,19.42569,-99.17231,1.0,1,
943,3900000,DEPARTAMENTO EN VENTA EN CONJUNTO CINE MEXICO ROMA NORTE,19.41934,-99.15396,2.0,2,83.0
944,3800000,"Keller Williams, Vende departamento de dos recamaras en Hamburgo",19.42558,-99.16578,2.0,2,92.0
945,7927395,Departamentos Venta Cuauhtémoc Hipódromo Condesa 51-DV-2332,19.41116,-99.16704,3.0,2,106.0
946,5900000,Departamentos Venta Cuauhtémoc Hipódromo Condesa 51-DV-2336,19.41116,-99.16704,2.0,2,90.0
947,4198875,"11915 Tonalá, Roma Sur",19.41145,-99.16111,2.0,2,61.0
948,3900000,"12302 Londres, Juárez",19.42331,-99.16815,2.0,2,75.0
949,4198875,VENTA Departamentos en Tonala Roma Sur,19.4115,-99.16102,2.0,2,62.0
952,3889440,Venta Departamentos En Coahuila Roma Norte,19.41162,-99.16049,2.0,2,70.0
953,4185750,"14252 Londres, Juárez",19.42244,-99.17006,1.0,1,45.0
954,8200000,Departamento nuevo a la venta en Garden Condesa (GR),19.41068,-99.17286,2.0,2,
955,6850000,Departamento en venta en Av Ámsterdam Condesa,19.4157,-99.16911,3.0,2,
956,6000000,"15160 Av. Nuevo León, Hipódromo",19.41319,-99.17141,1.0,1,80.0
957,808659,TU DEPARTAMENTO EN AMSTERDAM GRAN REMATE BANCARIO,19.41566,-99.16908,2.0,3,120.0
958,24000000,"SE VENDE EXCLUSIVO DEPARTAMENTO CON ALBERCA, EN CONDESA.",19.41439,-99.17082,4.0,3,281.0
959,10500000,AMPLÍSIMO DEPARTAMENTO EN LA CONDESA Y ESPECTACULAR VISTA AL PARQUE MEXICO,19.41418,-99.16932,2.0,3,
960,4440632,Departamentos en Tonalá Roma Sur Cuauhtémoc,19.41144,-99.16112,2.0,2,
962,6200000,Se vende departamento de lujo y vanguardia en La Condesa,19.41406,-99.17003,2.0,2,74.0
963,6481000,A una cuadra de Parque MÃ©xico en la Condesa Completamente NUEVO!,19.41116,-99.16702,2.0,3,98.0
964,6500000,DEPARTAMENTO A LA VENTA EN ZONA ROSA DE LA CDMX,19.42385,-99.1711,2.0,2,
965,4990000,"VENTA DEPARTAMENTO EN COL. JUÁREZ, CUAUHTÉMOC",19.42357,-99.16853,3.0,3,
968,6490000,"Venta de Departamento en la Colonia Condesa, Cuauhtémoc, Ciudad de México",19.41323,-99.17152,2.0,3,150.0
970,6954000,REMATO DEPARTAMENTO A 5 MIN DE LA GLORIETA DE LOS INSURGENTES,19.42451,-99.16069,1.0,2,
971,5688800,"Departamento en Venta en Hamburgo, Col. Juárez",19.42233,-99.17271,2.0,3,
974,12000000,VENTA DEPARTAMENTO EN LA COLONIA CONDESA,19.41248,-99.1733,3.0,4,
976,2448000,"Departamento en venta Juárez, Cuauhtémoc, CDMX  - 1 recamara, vigilancia, 5 minutos de Insurgentes",19.42304,-99.17082,1.0,1,
978,20000000,"DEPARTAMENTO VENTA, COL. CUAUHTÉMOC. LUJO Y ESPECTACULAR",19.42399,-99.17588,1.0,1,
979,7517000,"Departamento en venta en Londres 187, Cuauhtémoc, CDMX, 2 Recámaras",19.42397,-99.16681,2.0,2,118.0
980,9037100,"Departamento en venta en Londres 187, Cuauhtémoc, CDMX, 3 Recámaras",19.42397,-99.16681,2.0,3,127.0
985,4945900,"Departamento en venta en Londres 187, Cuauhtémoc, CDMX, 1 Recámara",19.42397,-99.16681,1.0,1,65.0
987,925000,HERMOSO DEPTO EN AV INSURGENTES REMATE BANCARIO,19.4148,-99.16596,2.0,3,121.0
988,11500000,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 60985",19.41254,-99.17154,2.0,2,165.0
989,5550000,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 49592",19.41073,-99.16489,2.0,2,112.0
990,6495000,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 49580",19.4123,-99.17167,2.0,2,112.0
991,5395000,"Venta de Departamento en Hipódromo, Cuauhtémoc con 1 recámara, ID: 50042",19.4148,-99.16596,2.0,1,100.0
992,5695000,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48832",19.42397,-99.16681,2.0,2,86.0
993,8937800,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48844",19.42397,-99.16681,2.0,3,146.0
996,7877100,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48845",19.42397,-99.16681,2.0,3,137.0
997,7581000,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48843",19.42397,-99.16681,2.0,3,123.0
998,6542800,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48828",19.42397,-99.16681,2.0,2,106.0
999,4716700,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48831",19.42397,-99.16681,2.0,2,79.0
1000,8704100,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48842",19.42397,-99.16681,2.0,3,133.0
1001,4791300,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48827",19.42397,-99.16681,2.0,2,77.0
1002,7027000,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48830",19.42397,-99.16681,2.0,2,106.0
1003,5874200,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48837",19.42397,-99.16681,2.0,2,91.0
1004,8280100,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48846",19.42397,-99.16681,2.0,3,136.0
1005,4504000,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48829",19.42397,-99.16681,2.0,2,67.0
1006,26000000,"Venta de Departamento en Condesa, Cuauhtémoc con 4 recámaras, ID: 48562",19.41455,-99.16647,4.0,4,350.0
1007,5337500,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48826",19.42397,-99.16681,2.0,2,73.0
1008,7438600,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48840",19.42397,-99.16681,2.0,2,122.0
1009,9037100,"Venta de Departamento en Camara Nacional de Aerotransportes con 3 recámaras, ID: 48847",19.42397,-99.16681,2.0,3,144.0
1010,7587900,"Venta de Departamento en Camara Nacional de Aerotransportes con 2 recámaras, ID: 48835",19.42397,-99.16681,2.0,2,120.0
1011,4400000,"Departamento en venta Cuauhtémoc, cerca de Reforma (Río Atoyac)",19.42534,-99.1744,2.0,2,
1012,10300000,"Departamento Venta Condesa, Cuauhtémoc",19.41873,-99.17645,3.0,3,
1013,5550000,"Departamento en venta en Coahuila 188, Col Roma Sur",19.4109,-99.16426,2.0,2,
1014,5395000,"Departamento en venta en Avenida Insurgentes Sur 297, Col Hipódromo",19.41481,-99.16593,2.0,1,
1015,6495000,"Departamento en venta en Col. Hipódromo, Cuauhtémoc",19.4122,-99.1718,2.0,2,
1018,18350000,DEPARTAMENTO EN VENTA,19.41134,-99.17021,2.0,2,
1019,6990000,JUAN DE LA BARRERA CONDESA DEPARTAMENTO EN VENTA,19.41701,-99.17598,1.0,2,76.0
1020,10800000,Penthouse con terraza en venta - Condesa,19.4113,-99.17318,3.0,2,
1022,9690000,"Departamento en venta, Hipódromo Condesa, Cuauhtémoc",19.41049,-99.16947,3.0,2,
1023,5600000,"7170 Hamburgo, Juárez",19.42298,-99.17144,1.0,2,112.0
1024,5500000,"14578 Parque España, Colonia Condesa",19.41542,-99.17205,1.0,2,90.0
1025,5500000,"13964 Av. Tamaulipas, Hipódromo Condesa",19.41082,-99.1763,2.0,1,93.0
1026,7300000,"14477 Ensenada, Hipódromo",19.41051,-99.17418,2.0,2,114.0
1027,10000000,"13841 Av. Chapultepec, Juárez",19.42451,-99.16069,2.0,1,145.0
1028,10300000,"14066 Agustín Melgar, Condesa",19.41874,-99.17645,3.0,3,250.0
1029,10000000,"14973 Ámsterdam, Hipódromo",19.41121,-99.16792,2.0,2,120.0
1030,6250000,"13771 Av. Michoacán, Hipódromo",19.41052,-99.16769,2.0,2,90.0
1031,5624582,"D1379 - Av. de los Insurgentes Sur, Hipódromo",19.41116,-99.16702,2.0,2,94.0
1032,19270060,"D1385 - Río Ródano, Cuauhtémoc",19.42404,-99.17575,1.0,1,66.0
1033,7580000,"14458 Ensenada, Hipódromo",19.41051,-99.17418,2.0,2,114.0
1034,5970000,"7169 Av. Cuauhtémoc, Doctores",19.41934,-99.15396,2.0,3,120.0
1035,5395000,"12830 Av. Insurgentes Sur, Hipódromo",19.4148,-99.16596,2.0,1,100.0
1036,12000000,"12962 Ámsterdam, Hipódromo",19.41045,-99.16841,1.0,3,250.0
1037,5550000,"12666 Medellín, Roma Sur",19.41089,-99.16425,2.0,2,111.0
1040,6495000,"12604 Av. Nuevo León, Hipódromo",19.41221,-99.1718,2.0,2,112.0
1041,22890000,"12187 Veracruz, Condesa",19.41675,-99.17352,,4,309.0
1042,11000000,"11997 Nuevo León, Hipódromo",19.4122,-99.1718,3.0,3,180.0
1043,6990000,"12110 - Juan de la Barrera, Condesa",19.41547,-99.17348,2.0,2,95.0
1044,7500000,"11894 Av. Parque España, Condesa",19.41452,-99.17218,3.0,3,154.0
1045,12000000,"10995 Avenida Veracruz, Condesa",19.41964,-99.17664,3.0,3,263.0
1046,15200000,"11057 Sonora, Hipódromo",19.41341,-99.16779,2.0,2,183.0
1047,7900000,"10551 Ámsterdam, Hipódromo",19.41296,-99.17059,2.0,1,128.0
1048,5200000,"10422 Av. Paseo de la Reforma, Cuauhtémoc",19.42421,-99.17473,2.0,2,71.0
1049,7200000,"D1120 - Amsterdam, Hipódromo",19.41538,-99.17005,2.0,2,90.0
1050,4134720,"D1113 - Coahuila, Roma Sur",19.41156,-99.16055,2.0,2,70.0
1051,16500000,"10229 Av. Mazatlán, Condesa",19.41464,-99.17661,3.0,3,180.0
1052,9999999,"10065 Nuevo León, Hipódromo",19.41101,-99.17228,3.0,2,140.0
1053,5600000,"9892 Av. Chapultepec, Juárez",19.42468,-99.15986,2.0,3,70.0
1054,4650000,"9845 Teotihuacán, Hipódromo",19.41187,-99.16716,1.0,2,92.0
1055,4500000,"8975 Tamaulipas, Hipódromo Condesa",19.41113,-99.17401,2.0,2,99.0
1056,5883360,"D1043 - Av. Insurgentes, Condesa",19.41116,-99.16704,2.0,2,90.0
1057,5190000,"8858 Av. Tamaulipas, Condesa",19.41294,-99.17284,2.0,2,85.0
1058,3200000,"8761 Av. Cuauhtémoc, Doctores",19.41934,-99.15396,1.0,1,50.0
1059,4200000,"8683 Mexico, Hipódromo",19.41518,-99.16932,1.0,2,80.0
1062,3100000,"7999 Nápoles, Juárez",19.42494,-99.1593,1.0,2,65.0
1063,8800000,"7631 Campeche, Hipódromo Condesa",19.41095,-99.17656,2.0,3,183.0
1064,7490000,"7628 - Parque España, Condesa",19.41454,-99.17226,3.0,3,154.0
1065,5200000,"7470 Av. Nuevo León, Hipódromo Condesa",19.41244,-99.17167,2.0,1,75.0
1066,8000000,"6929 Nuevo Leon, Hipódromo Condesa",19.41118,-99.17229,3.0,3,190.0
1067,5800000,"6922 Fernando Montes de Oca, Condesa",19.4119,-99.17282,2.0,2,120.0
1068,1750000,"6439 Dr. Barajas, Doctores",19.41755,-99.15385,1.0,2,56.0
1069,4950000,"6190 - Zamora, Condesa",19.41954,-99.17646,1.0,3,140.0
1070,8200000,"5998 Ámsterdam, Hipódromo",19.41305,-99.1705,2.0,2,122.0
1071,5395000,"5729 Avenida Insurgentes Sur, Hipódromo",19.4148,-99.16596,2.0,1,100.0
1072,7600000,"5626 Insurgentes Sur, Condesa",19.41353,-99.16639,2.0,2,110.0
1073,7000000,"5514 Avenida Michoacán, Hipódromo",19.4113,-99.17318,2.0,3,117.0
1074,6070000,"D783 - Álvaro Obregón, Hipódromo Condesa",19.41625,-99.16825,2.0,2,90.0
1075,9500000,"3702 Av. Veracruz, Condesa",19.41973,-99.17648,2.0,3,273.0
1076,5550000,"5191 Coahuila, Roma Sur",19.41073,-99.16489,2.0,2,111.0
1077,6480000,"4541 Av. Amsterdam, Condesa",19.41359,-99.16712,1.0,2,130.0
1078,5990000,"3727 Nuevo León, Hipódromo",19.41512,-99.17013,2.0,2,97.0
1079,5500000,"3731 Hamburgo, Juárez",19.42367,-99.17039,2.0,3,115.0
1080,7000000,"3703 Av. Michoacán, Hipódromo",19.4113,-99.17318,2.0,3,117.0
1100,4200000,"Departamento en venta en Hipódromo Condesa, Cuauhtémoc, Distrito Federal",19.41454,-99.16845,1.0,2,
1102,6300000,Amplio y Bonito Departamento en Colonia Járez,19.42583,-99.16821,2.0,2,
1103,17400000,Departamento nuevo en pre venta Hipódromo Condesa Cuauhtémoc CDMX,19.41051,-99.17418,2.0,3,
